BaseDatos	TipoConsulta	VolumenDatos	T.Ejecucion
Pokemon	ST1	V1=Bajo	05.217
Pokemon	ST2	V1=Bajo	04.976
Pokemon	ST3	V1=Bajo	04.275
Pokemon	ST2T3	V1=Bajo	04.589
Pokemon	ST1	V1=Bajo	07.080
Pokemon	ST2	V1=Bajo	05.274
Pokemon	ST3	V1=Bajo	04.346
Pokemon	ST2T3	V1=Bajo	04.468
Pokemon	ST1	V2=Alto	07.588
Pokemon	ST2	V2=Alto	04.675
Pokemon	ST3	V2=Alto	04.969
Pokemon	ST2T3	V2=Alto	04.710
Pokemon	ST1	V2=Alto	06.357
Pokemon	ST2	V2=Alto	06.397
Pokemon	ST3	V2=Alto	05.803
Pokemon	ST2T3	V2=Alto	04.644
