BaseDatos	TipoConsulta	VolumenDatos	T.Ejecucion
World	PS	V1=Bajo	07.867
World	PG	V1=Bajo	02.789
World	PO	V1=Bajo	09.167
World	PS	V1=Bajo	08.096
World	PG	V1=Bajo	02.472
World	PO	V1=Bajo	09.539
World	PS	V2=Alto	07.956
World	PG	V2=Alto	02.467
World	PO	V2=Alto	09.923
World	PS	V2=Alto	07.840
World	PG	V2=Alto	03.445
World	PO	V2=Alto	08.946
